rally,avg_rally_length,epsilon,left_states,right_states
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
11500,1.98,0.1002,7586,7321
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12000,1.77,0.0907,7656,7389
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7700,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
12500,1.81,0.0821,7701,7444
